RecordNumber,take_type,sw_allo_block,WAP,WapRate,AllocatedRate,FromMonth,ToMonth,SD1,SD2,ConsentStatus,FromDate,ToDate
CRC930572,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Surrendered,1993-06-11,1996-03-22
CRC920660,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Surrendered,1992-07-16,2002-10-09
CRC900072A,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1990-08-03,1993-04-30
CRC920681,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1992-07-02,2003-04-30
WTK846331,Take Surface Water,In Waitaki,,1.0,1.0,1,12,0.0,0.0,Terminated - Surrendered,1984-08-10,1996-07-08
NCY800651.1,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,2001-03-30,2001-10-01
CRC921167,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Surrendered,1992-08-21,1996-03-06
CRC981694,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Lapsed,1999-09-23,2007-09-30
CRC900589,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1992-02-04,1994-04-30
NCY870093,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1987-07-03,1992-04-30
NCY800578,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Surrendered,1970-03-31,2001-01-22
NCY880185,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1997-04-30
NCY780114D,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1970-03-13,2001-10-01
NCY870351,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1988-02-05,1992-04-30
CRC900006,Take Surface Water,A,,0.89,0.89,1,12,0.0,0.0,Terminated - Replaced,1990-04-06,1996-11-05
CRC900006.1,Take Surface Water,A,,0.89,0.89,1,12,0.0,0.0,Terminated - Expired,1996-11-05,2001-04-30
NCY890034,Take Surface Water,A,,0.8,0.8,1,12,0.0,0.0,Terminated - Expired,1989-06-02,1999-04-30
NCY880170,Take Surface Water,A,,0.8,0.8,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1999-04-30
SCY800097,Take Surface Water,A,,0.75,0.75,1,12,0.0,0.0,Terminated - Expired,1989-06-14,1999-06-01
CRC916260C,Take Surface Water,A,,0.71,0.71,1,12,0.0,0.0,Terminated - Expired,1992-03-12,1996-12-01
CRC916260B,Take Surface Water,A,,0.71,0.71,1,12,0.0,0.0,Terminated - Expired,1992-03-12,1996-12-01
CRC921830,Take Surface Water,A,,0.7,0.7,1,12,0.0,0.0,Terminated - Surrendered,1999-07-05,2002-03-18
MLB850051,Take Surface Water,A,,0.68,0.68,1,12,0.0,0.0,Terminated - Expired,1985-10-08,1995-10-08
CRC941248,Take Surface Water,A,,0.55,0.55,1,12,0.0,0.0,Terminated - Replaced,1994-06-29,1996-10-17
WTK865101,Take Surface Water,In Waitaki,,0.5,0.5,1,12,0.0,0.0,Terminated - Surrendered,1986-06-12,2000-10-05
MLB780041,Take Surface Water,A,,0.5,0.5,1,12,0.0,0.0,Terminated - Expired,1978-05-09,1983-05-09
CRC900500,Take Surface Water,A,,0.5,0.5,1,12,0.0,0.0,Terminated - Expired,1991-10-06,2001-04-30
CRC920682B,Take Surface Water,A,,0.4,0.4,1,12,0.0,0.0,Terminated - Surrendered,1992-07-02,2003-01-15
SCY850133,Take Surface Water,A,,0.4,0.4,1,12,0.0,0.0,Terminated - Surrendered,1985-02-14,1999-06-04
SCY890044,Take Surface Water,A,,0.4,0.4,1,12,0.0,0.0,Terminated - Expired,1989-10-11,2000-12-01
CRC920680B,Take Surface Water,A,,0.4,0.4,1,12,0.0,0.0,Terminated - Replaced,1992-07-03,1993-02-05
CRC920680B.1,Take Surface Water,A,,0.4,0.4,1,12,0.0,0.0,Terminated - Expired,1993-02-05,2003-04-30
CRC900292,Take Surface Water,A,,0.3,0.3,1,12,0.0,0.0,Terminated - Surrendered,1991-09-12,1997-02-17
CRC920001,Take Surface Water,A,,0.29,0.29,1,12,0.0,0.0,Terminated - Expired,1992-01-24,1996-04-30
CRC920379,Take Surface Water,A,,0.2,0.2,1,12,0.0,0.0,Terminated - Surrendered,1992-05-22,2000-09-07
NCY800865,Take Surface Water,A,,0.2,0.2,1,12,0.0,0.0,Terminated - Surrendered,1969-03-18,2000-11-28
CRC920478C,Take Surface Water,A,,0.2,0.2,1,12,0.0,0.0,Terminated - Expired,1992-07-03,2003-03-30
CRC910010,Take Surface Water,A,,0.2,0.2,1,12,0.0,0.0,Terminated - Surrendered,1992-01-22,2002-12-17
CRC920470,Take Surface Water,A,,0.2,0.2,1,12,0.0,0.0,Terminated - Surrendered,1992-04-10,1996-10-04
NCY850113,Take Surface Water,A,,0.1,0.1,1,12,0.0,0.0,Terminated - Expired,1969-03-03,2001-10-01
CRC050527,Take Surface Water,A,,33.75,0.0,1,12,0.0,0.0,Terminated - Replaced,2005-01-24,2005-07-25
CRC951969.1,Take Surface Water,A,,36.0,0.0,1,12,0.0,0.0,Terminated - Surrendered,1999-04-27,2010-11-25
CRC951628.2,Take Surface Water,A,,59.0,0.0,1,12,0.0,0.0,Terminated - Surrendered,1999-04-27,2010-11-25
CRC981239,Take Surface Water,A,,7.5,0.0,1,12,0.0,0.0,Terminated - Lapsed,1998-08-28,2000-08-28
CRC972161.2,Take Surface Water,A,,23.0,0.0,1,12,0.0,0.0,Terminated - Replaced,2003-03-17,2010-04-28
CRC063391,Take Surface Water,A,,180.48,0.0,1,12,0.0,0.0,Terminated - Replaced,2006-10-30,2010-07-02
CRC063391.1,Take Surface Water,A,,180.48,0.0,1,12,0.0,0.0,Terminated - Lapsed,2010-07-02,2011-12-31
CRC972161.3,Take Surface Water,A,,23.0,0.0,1,12,0.0,0.0,Terminated - Surrendered,2010-04-28,2011-02-07
